地市,告警最后发生时间,网元名称,告警标题,网络类型,网络专业,厂商告警号,原始告警名称,告警定位信息,家宽客户数量,网管告警级别,集客业务数量,设备厂家名称,告警工程状态,告警清除状态,告警对象设备类型,告警对象设备名称,设备类型,预处理状态,衍生规则结果,工单号,告警清除时间,标准化标志,衍生时间,预计创单时间,告警首次处理时间,告警首次采集时间,集客客户级别,集客业务级别,电路ID,是否隐患告警,集客专线跨域属性,集客客户数量,跨省集客告警信息,探针名称,RCA资源匹配参数,ONU标识,IT专业设备CI号,网管告警ID
绍兴市,2023/1/21 8:22,cmiot5gsxyczdyl.zj,DNN用户数较预测值突降异常预警,5G专网,集客,11000002,,"项目名称:振德医疗用品股份有限公司5G智慧数据传输服务项目,2023-01-21 08:22:27出现振德医疗用品股份有限公司5G智慧数据传输服务项目DNN用户数较预测值突降异常预警，当前用户数6,预测用户数13。",0,三级告警,0,华为,正常,已清除,5G业务性能,cmiot5gsxyczdyl.zj,5G业务性能,未诊断,衍生子告警,ZQ-1-017-20230121-00077,2023/1/26 6:50,标准化成功,2023/1/21 11:22,2023/1/21 8:27,2023/1/21 8:22,2023/1/21 8:22,,普通,,,地市内,0,,gz_px_Alarm_SJYWPTlarm_r2p10,,,,2002-007-421-20-999106
金华市,2023/1/21 5:01,cmiot5ghdjtdclc.zj,DNN用户数较预测值突降异常预警,5G专网,集客,11000002,,"项目名称:东磁电磁片六厂5G智能工厂项目##东磁六厂5G专网尊享项目_BL,2023-01-21 05:01:58出现横店东磁六厂DNN用户数较预测值突降异常预警，当前用户数110,预测用户数146。",0,三级告警,0,华为,正常,已清除,5G业务性能,cmiot5ghdjtdclc.zj,5G业务性能,未诊断,正常,,2023/1/21 5:02,标准化成功,,2023/1/21 5:06,2023/1/21 5:01,2023/1/21 5:01,,AAA,,,地市内,0,,gz_px_Alarm_SJYWPTlarm_r2p10,,,,2002-007-421-20-999106
金华市,2023/1/21 5:01,cmiot5ghdjtdclc.zj,DNN用户数突降异常预警,5G专网,集客,11000001,,"项目名称:东磁电磁片六厂5G智能工厂项目##东磁六厂5G专网尊享项目_BL,2023-01-21 05:01:48出现横店东磁六厂DNN用户数突降异常预警，当前用户数110,上一周期用户数159。",0,三级告警,0,华为,正常,已清除,5G业务性能,cmiot5ghdjtdclc.zj,5G业务性能,未诊断,正常,,2023/1/21 5:02,标准化成功,,2023/1/21 5:06,2023/1/21 5:01,2023/1/21 5:01,,AAA,,,地市内,0,,gz_px_Alarm_SJYWPTlarm_r2p10_2,,,,2002-007-421-20-999105
宁波市,2023/1/20 19:37,cmiot5gnbikd.zj,DNN用户数较预测值突降异常预警,5G专网,集客,11000002,,"项目名称:宁波爱柯迪股份有限公司5G项目,2023-01-20 19:37:04出现宁波爱柯迪股份有限公司5G项目DNN用户数较预测值突降异常预警，当前用户数401,预测用户数568。",0,三级告警,0,华为,正常,已清除,5G业务性能,cmiot5gnbikd.zj,5G业务性能,未诊断,正常,ZQ-1-017-20230120-00418,2023/1/20 20:57,标准化成功,,2023/1/20 19:42,2023/1/20 19:37,2023/1/20 19:37,,AAA,,,地市内,0,,gz_px_Alarm_SJYWPTlarm_r2p10,,,,2002-007-421-20-999106
宁波市,2023/1/20 19:32,cmiot5gnbikd.zj,DNN用户数较预测值突降异常预警,5G专网,集客,11000002,,"项目名称:宁波爱柯迪股份有限公司5G项目,2023-01-20 19:32:18出现宁波爱柯迪股份有限公司5G项目DNN用户数较预测值突降异常预警，当前用户数401,预测用户数568。",0,三级告警,0,华为,正常,已清除,5G业务性能,cmiot5gnbikd.zj,5G业务性能,未诊断,正常,,2023/1/20 19:36,标准化成功,,2023/1/20 19:37,2023/1/20 19:32,2023/1/20 19:32,,AAA,,,地市内,0,,gz_px_Alarm_SJYWPTlarm_r2p10_2,,,,2002-007-421-20-999106
宁波市,2023/1/20 19:22,cmiot5gnbikd.zj,宁波爱柯迪股份有限公司5G项目业务中断超1.5小时,5G专网,集客,2002-007-421-20-999111,XXX项目业务中断超X小时,"项目名称:宁波爱柯迪股份有限公司5G项目,2023-01-20 17:52:15出现宁波爱柯迪股份有限公司5G项目DNN用户数较预测值突降异常预警，当前用户数485,预测用户数608。",0,四级告警,0,华为,正常,已清除,5G业务性能,cmiot5gnbikd.zj,5G业务性能,未诊断,衍生父告警,,2023/1/20 19:30,标准化成功,2023/1/20 19:22,,2023/1/20 19:22,,,AAA,,,地市内,0,,gz_px_Alarm_SJYWPTlarm_r2p10,,,,2002-007-421-20-999111
宁波市,2023/1/20 17:52,cmiot5gnbikd.zj,DNN用户数较预测值突降异常预警,5G专网,集客,11000002,,"项目名称:宁波爱柯迪股份有限公司5G项目,2023-01-20 17:52:15出现宁波爱柯迪股份有限公司5G项目DNN用户数较预测值突降异常预警，当前用户数485,预测用户数608。",0,三级告警,0,华为,正常,已清除,5G业务性能,cmiot5gnbikd.zj,5G业务性能,未诊断,衍生子告警,ZQ-1-017-20230120-00397,2023/1/20 19:30,标准化成功,2023/1/20 19:22,2023/1/20 17:57,2023/1/20 17:52,2023/1/20 17:52,,AAA,,,地市内,0,,gz_px_Alarm_SJYWPTlarm_r2p10,,,,2002-007-421-20-999106
金华市,2023/1/20 15:33,cmiot5ghdjtdcqc.zj,横店集团东磁股份有限公司业务中断超1.5小时,5G专网,集客,2002-007-421-20-999111,XXX项目业务中断超X小时,"项目名称:横店集团东磁股份有限公司,2023-01-20 14:03:41出现横店东磁七厂DNN用户数突降异常预警，当前用户数320,上一周期用户数386。",0,四级告警,0,华为,正常,已清除,5G业务性能,cmiot5ghdjtdcqc.zj,5G业务性能,未诊断,衍生父告警,,2023/1/24 5:02,标准化成功,2023/1/20 15:33,,2023/1/20 15:33,,,AAA,,,地市内,0,,gz_px_Alarm_SJYWPTlarm_r2p10,,,,2002-007-421-20-999111
金华市,2023/1/20 14:03,cmiot5ghdjtdcqc.zj,DNN用户数突降异常预警,5G专网,集客,11000001,,"项目名称:横店集团东磁股份有限公司,2023-01-20 14:03:41出现横店东磁七厂DNN用户数突降异常预警，当前用户数320,上一周期用户数386。",0,三级告警,0,华为,正常,已清除,5G业务性能,cmiot5ghdjtdcqc.zj,5G业务性能,未诊断,衍生子告警,ZQ-1-017-20230120-00278,2023/1/24 5:02,标准化成功,2023/1/20 15:33,2023/1/20 14:08,2023/1/20 14:03,2023/1/20 14:03,,AAA,,,地市内,0,,gz_px_Alarm_SJYWPTlarm_r2p10,,,,2002-007-421-20-999105
湖州市,2023/1/20 11:02,cmiot5gjiuli.zj,久立5G工厂数字化平台建设项目业务中断超3小时,5G专网,集客,2002-007-421-20-999111,XXX项目业务中断超X小时,"项目名称:久立5G工厂数字化平台建设项目,2023-01-20 08:02:32出现湖州久立5G工厂数字化平台建设项目DNN用户数较预测值突降异常预警，当前用户数64,预测用户数125。",0,四级告警,0,华为,正常,已清除,5G业务性能,cmiot5gjiuli.zj,5G业务性能,未诊断,衍生父告警,,2023/1/24 8:10,标准化成功,2023/1/20 11:02,,2023/1/20 11:02,,,普通,,,地市内,0,,gz_px_Alarm_SJYWPTlarm_r2p10_2,,,,2002-007-421-20-999111
湖州市,2023/1/20 8:02,cmiot5gjiuli.zj,DNN用户数较预测值突降异常预警,5G专网,集客,11000002,,"项目名称:久立5G工厂数字化平台建设项目,2023-01-20 08:02:32出现湖州久立5G工厂数字化平台建设项目DNN用户数较预测值突降异常预警，当前用户数64,预测用户数125。",0,三级告警,0,华为,正常,已清除,5G业务性能,cmiot5gjiuli.zj,5G业务性能,未诊断,衍生子告警,ZQ-1-017-20230120-00105,2023/1/24 8:10,标准化成功,2023/1/20 11:02,2023/1/20 8:07,2023/1/20 8:02,2023/1/20 8:02,,普通,,,地市内,0,,gz_px_Alarm_SJYWPTlarm_r2p10_2,,,,2002-007-421-20-999106
宁波市,2023/1/17 19:10,cmiot5gdljtnb.zj,得力5G+未来工厂项目业务中断超1.5小时,5G专网,集客,2002-007-421-20-999111,XXX项目业务中断超X小时,"项目名称:得力5G+未来工厂项目,2023-01-17 17:39:56出现得力5G+未来工厂项目DNN用户数较预测值突降异常预警，当前用户数66,预测用户数104。",0,四级告警,0,华为,正常,已清除,5G业务性能,cmiot5gdljtnb.zj,5G业务性能,未诊断,衍生父告警,,2023/1/28 8:46,标准化成功,2023/1/17 19:10,,2023/1/17 19:10,,,AAA,,,地市内,0,,gz_px_Alarm_SJYWPTlarm_r2p10,,,,2002-007-421-20-999111
宁波市,2023/1/17 19:09,cmiot5gdljtnb.zj,得力5G+未来工厂项目业务中断超1.5小时,5G专网,集客,2002-007-421-20-999111,XXX项目业务中断超X小时,"项目名称:得力5G+未来工厂项目,2023-01-17 17:39:47出现得力5G+未来工厂项目DNN用户数突降异常预警，当前用户数66,上一周期用户数83。",0,四级告警,0,华为,正常,已清除,5G业务性能,cmiot5gdljtnb.zj,5G业务性能,未诊断,衍生父告警,,2023/1/28 8:50,标准化成功,2023/1/17 19:09,,2023/1/17 19:09,,,AAA,,,地市内,0,,gz_px_Alarm_SJYWPTlarm_r2p10_2,,,,2002-007-421-20-999111
宁波市,2023/1/17 17:39,cmiot5gdljtnb.zj,DNN用户数较预测值突降异常预警,5G专网,集客,11000002,,"项目名称:得力5G+未来工厂项目,2023-01-17 17:39:56出现得力5G+未来工厂项目DNN用户数较预测值突降异常预警，当前用户数66,预测用户数104。",0,三级告警,0,华为,正常,已清除,5G业务性能,cmiot5gdljtnb.zj,5G业务性能,未诊断,衍生子告警,ZQ-1-017-20230117-00496,2023/1/28 8:46,标准化成功,2023/1/17 19:10,2023/1/17 17:44,2023/1/17 17:39,2023/1/17 17:39,,AAA,,,地市内,0,,gz_px_Alarm_SJYWPTlarm_r2p10,,,,2002-007-421-20-999106
宁波市,2023/1/17 17:39,cmiot5gdljtnb.zj,DNN用户数突降异常预警,5G专网,集客,11000001,,"项目名称:得力5G+未来工厂项目,2023-01-17 17:39:47出现得力5G+未来工厂项目DNN用户数突降异常预警，当前用户数66,上一周期用户数83。",0,三级告警,0,华为,正常,已清除,5G业务性能,cmiot5gdljtnb.zj,5G业务性能,未诊断,衍生子告警,ZQ-1-017-20230117-00496,2023/1/28 8:50,标准化成功,2023/1/17 19:09,2023/1/17 17:44,2023/1/17 17:39,2023/1/17 17:39,,AAA,,,地市内,0,,gz_px_Alarm_SJYWPTlarm_r2p10_2,,,,2002-007-421-20-999105
金华市,2023/1/17 16:57,cmiot5gjhwcwbgc.zj,浙江金华威邦机电5G未来工厂项目业务中断超1.5小时,5G专网,集客,2002-007-421-20-999111,XXX项目业务中断超X小时,"项目名称:浙江金华威邦机电5G未来工厂项目,2023-01-17 15:27:05出现浙江金华威邦机电5G未来工厂项目DNN用户数较预测值突降异常预警，当前用户数1,预测用户数7。",0,四级告警,0,华为,正常,已清除,5G业务性能,cmiot5gjhwcwbgc.zj,5G业务性能,未诊断,衍生父告警,,2023/1/31 8:56,标准化成功,2023/1/17 16:57,,2023/1/17 16:57,,,AAA,,,地市内,0,,gz_px_Alarm_SJYWPTlarm_r2p10,,,,2002-007-421-20-999111
金华市,2023/1/17 15:27,cmiot5gjhwcwbgc.zj,DNN用户数较预测值突降异常预警,5G专网,集客,11000002,,"项目名称:浙江金华威邦机电5G未来工厂项目,2023-01-17 15:27:05出现浙江金华威邦机电5G未来工厂项目DNN用户数较预测值突降异常预警，当前用户数1,预测用户数7。",0,三级告警,0,华为,正常,已清除,5G业务性能,cmiot5gjhwcwbgc.zj,5G业务性能,未诊断,衍生子告警,ZQ-1-017-20230117-00433,2023/1/31 8:56,标准化成功,2023/1/17 16:57,2023/1/17 15:32,2023/1/17 15:27,2023/1/17 15:27,,AAA,,,地市内,0,,gz_px_Alarm_SJYWPTlarm_r2p10,,,,2002-007-421-20-999106
绍兴市,2023/1/16 10:28,cmiot5gsxsykj.zj,DNN用户数全掉线异常预警,5G专网,集客,11000003,,"项目名称:浙江盛洋科技股份有限公司5G数字化车间项目,2023-01-16 10:28:31出现浙江盛洋科技股份有限公司5G数字化车间项目DNN用户数全掉线异常预警，当前用户数0。",0,三级告警,0,华为,正常,已清除,5G业务性能,cmiot5gsxsykj.zj,5G业务性能,未诊断,正常,ZQ-1-017-20230116-00233,2023/1/16 11:16,标准化成功,,2023/1/16 10:33,2023/1/16 10:28,2023/1/16 10:28,,AAA,,,地市内,0,,gz_px_Alarm_SJYWPTlarm_r2p10,,,,2002-007-421-20-999107
湖州市,2023/1/16 8:04,cmiot5gjiuli.zj,DNN用户数较预测值突降异常预警,5G专网,集客,11000002,,"项目名称:久立5G工厂数字化平台建设项目,2023-01-16 08:04:18出现湖州久立5G工厂数字化平台建设项目DNN用户数较预测值突降异常预警，当前用户数116,预测用户数172。",0,三级告警,0,华为,正常,已清除,5G业务性能,cmiot5gjiuli.zj,5G业务性能,未诊断,正常,,2023/1/16 8:08,标准化成功,,2023/1/16 8:09,2023/1/16 8:04,2023/1/16 8:04,,普通,,,地市内,0,,gz_px_Alarm_SJYWPTlarm_r2p10,,,,2002-007-421-20-999106
宁波市,2023/1/15 20:52,cmiot5gaymfz2nb.zj,浙江爱伊美服装有限公司5G专网服务项目业务中断超1.5小时,5G专网,集客,2002-007-421-20-999111,XXX项目业务中断超X小时,"项目名称:浙江爱伊美服装有限公司5G专网服务项目,2023-01-15 19:22:33出现浙江爱伊美服装有限公司5G专网服务项目DNN用户数全掉线异常预警，当前用户数0。",0,四级告警,0,华为,正常,已清除,5G业务性能,cmiot5gaymfz2nb.zj,5G业务性能,未诊断,衍生父告警,,2023/1/16 12:50,标准化成功,2023/1/15 20:52,,2023/1/15 20:52,,,AAA,,,地市内,0,,gz_px_Alarm_SJYWPTlarm_r2p10_2,,,,2002-007-421-20-999111
宁波市,2023/1/15 19:22,cmiot5gaymfz2nb.zj,DNN用户数全掉线异常预警,5G专网,集客,11000003,,"项目名称:浙江爱伊美服装有限公司5G专网服务项目,2023-01-15 19:22:33出现浙江爱伊美服装有限公司5G专网服务项目DNN用户数全掉线异常预警，当前用户数0。",0,三级告警,0,华为,正常,已清除,5G业务性能,cmiot5gaymfz2nb.zj,5G业务性能,未诊断,衍生子告警,ZQ-1-017-20230115-00600,2023/1/16 12:50,标准化成功,2023/1/15 20:52,2023/1/15 19:27,2023/1/15 19:22,2023/1/15 19:22,,AAA,,,地市内,0,,gz_px_Alarm_SJYWPTlarm_r2p10_2,,,,2002-007-421-20-999107
宁波市,2023/1/15 10:13,cmiot5gzhgknb.zj,宁波梅东集装箱码头有限公司5G+智慧港口业务中断超1.5小时,5G专网,集客,2002-007-421-20-999111,XXX项目业务中断超X小时,"项目名称:宁波梅东集装箱码头有限公司5G+智慧港口,2023-01-15 08:43:02出现宁波梅东集装箱码头有限公司5G+智慧港口（新DNN）DNN用户数较预测值突降异常预警，当前用户数37,预测用户数56。",0,四级告警,0,华为,正常,已清除,5G业务性能,cmiot5gzhgknb.zj,5G业务性能,未诊断,衍生父告警,,2023/1/15 20:15,标准化成功,2023/1/15 10:13,,2023/1/15 10:13,,,未知,,,地市内,0,,gz_px_Alarm_SJYWPTlarm_r2p10,,,,2002-007-421-20-999111
宁波市,2023/1/15 8:43,cmiot5gzhgknb.zj,DNN用户数较预测值突降异常预警,5G专网,集客,11000002,,"项目名称:宁波梅东集装箱码头有限公司5G+智慧港口,2023-01-15 08:43:02出现宁波梅东集装箱码头有限公司5G+智慧港口（新DNN）DNN用户数较预测值突降异常预警，当前用户数37,预测用户数56。",0,三级告警,0,华为,正常,已清除,5G业务性能,cmiot5gzhgknb.zj,5G业务性能,未诊断,衍生子告警,ZQ-1-017-20230115-00234,2023/1/15 20:15,标准化成功,2023/1/15 10:13,2023/1/15 8:48,2023/1/15 8:43,2023/1/15 8:43,,未知,,,地市内,0,,gz_px_Alarm_SJYWPTlarm_r2p10,,,,2002-007-421-20-999106
金华市,2023/1/15 8:07,cmiot5gjhwcwbgc.zj,DNN用户数较预测值突降异常预警,5G专网,集客,11000002,,"项目名称:浙江金华威邦机电5G未来工厂项目,2023-01-15 08:07:39出现浙江金华威邦机电5G未来工厂项目DNN用户数较预测值突降异常预警，当前用户数1,预测用户数7。",0,三级告警,0,华为,正常,已清除,5G业务性能,cmiot5gjhwcwbgc.zj,5G业务性能,未诊断,正常,,2023/1/15 8:11,标准化成功,,2023/1/15 8:12,2023/1/15 8:07,2023/1/15 8:07,,AAA,,,地市内,0,,gz_px_Alarm_SJYWPTlarm_r2p10_2,,,,2002-007-421-20-999106
宁波市,2023/1/14 19:47,cmiot5gzhgknb.zj,DNN用户数较预测值突降异常预警,5G专网,集客,11000002,,"项目名称:宁波梅东集装箱码头有限公司5G+智慧港口,2023-01-14 19:47:13出现宁波梅东集装箱码头有限公司5G+智慧港口（新DNN）DNN用户数较预测值突降异常预警，当前用户数36,预测用户数51。",0,三级告警,0,华为,正常,已清除,5G业务性能,cmiot5gzhgknb.zj,5G业务性能,未诊断,正常,ZQ-1-017-20230114-00900,2023/1/14 19:55,标准化成功,,2023/1/14 19:52,2023/1/14 19:47,2023/1/14 19:47,,未知,,,地市内,0,,gz_px_Alarm_SJYWPTlarm_r2p10,,,,2002-007-421-20-999106
宁波市,2023/1/14 19:39,cmiot5gdljtnb1.zj,得力5G+未来工厂项目业务中断超1.5小时,5G专网,集客,2002-007-421-20-999111,XXX项目业务中断超X小时,"项目名称:得力5G+未来工厂项目,2023-01-14 18:09:08出现得力5G+未来工厂项目DNN用户数全掉线异常预警，当前用户数0。",0,四级告警,0,华为,正常,已清除,5G业务性能,cmiot5gdljtnb1.zj,5G业务性能,未诊断,衍生父告警,,2023/1/28 18:10,标准化成功,2023/1/14 19:39,,2023/1/14 19:39,,,AAA,,,地市内,0,,gz_px_Alarm_SJYWPTlarm_r2p10,,,,2002-007-421-20-999111
宁波市,2023/1/14 18:09,cmiot5gdljtnb1.zj,DNN用户数全掉线异常预警,5G专网,集客,11000003,,"项目名称:得力5G+未来工厂项目,2023-01-14 18:09:08出现得力5G+未来工厂项目DNN用户数全掉线异常预警，当前用户数0。",0,三级告警,0,华为,正常,已清除,5G业务性能,cmiot5gdljtnb1.zj,5G业务性能,未诊断,衍生子告警,ZQ-1-017-20230114-00851,2023/1/28 18:10,标准化成功,2023/1/14 19:39,2023/1/14 18:14,2023/1/14 18:09,2023/1/14 18:09,,AAA,,,地市内,0,,gz_px_Alarm_SJYWPTlarm_r2p10,,,,2002-007-421-20-999107
宁波市,2023/1/14 17:35,cmiot5gzhgknb.zj,DNN用户数较预测值突降异常预警,5G专网,集客,11000002,,"项目名称:宁波梅东集装箱码头有限公司5G+智慧港口,2023-01-14 17:35:14出现宁波梅东集装箱码头有限公司5G+智慧港口（新DNN）DNN用户数较预测值突降异常预警，当前用户数38,预测用户数55。",0,三级告警,0,华为,正常,已清除,5G业务性能,cmiot5gzhgknb.zj,5G业务性能,未诊断,正常,ZQ-1-017-20230114-00835,2023/1/14 17:47,标准化成功,,2023/1/14 17:40,2023/1/14 17:35,2023/1/14 17:35,,未知,,,地市内,0,,gz_px_Alarm_SJYWPTlarm_r2p10,,,,2002-007-421-20-999106
宁波市,2023/1/14 11:06,cmiot5gaymfz2nb.zj,DNN用户数全掉线异常预警,5G专网,集客,11000003,,"项目名称:浙江爱伊美服装有限公司5G专网服务项目,2023-01-14 11:06:25出现浙江爱伊美服装有限公司5G专网服务项目DNN用户数全掉线异常预警，当前用户数0。",0,三级告警,0,华为,正常,已清除,5G业务性能,cmiot5gaymfz2nb.zj,5G业务性能,未诊断,正常,ZQ-1-017-20230114-00475,2023/1/14 11:14,标准化成功,,2023/1/14 11:11,2023/1/14 11:06,2023/1/14 11:06,,AAA,,,地市内,0,,gz_px_Alarm_SJYWPTlarm_r2p10,,,,2002-007-421-20-999107
宁波市,2023/1/14 9:27,cmiot5gzhgknb.zj,DNN用户数较预测值突降异常预警,5G专网,集客,11000002,,"项目名称:宁波梅东集装箱码头有限公司5G+智慧港口,2023-01-14 09:27:08出现宁波梅东集装箱码头有限公司5G+智慧港口（新DNN）DNN用户数较预测值突降异常预警，当前用户数41,预测用户数60。",0,三级告警,0,华为,正常,已清除,5G业务性能,cmiot5gzhgknb.zj,5G业务性能,未诊断,正常,ZQ-1-017-20230114-00294,2023/1/14 9:35,标准化成功,,2023/1/14 9:32,2023/1/14 9:27,2023/1/14 9:27,,未知,,,地市内,0,,gz_px_Alarm_SJYWPTlarm_r2p10,,,,2002-007-421-20-999106
金华市,2023/1/14 8:03,cmiot5gjhwcwbgc.zj,DNN用户数较预测值突降异常预警,5G专网,集客,11000002,,"项目名称:浙江金华威邦机电5G未来工厂项目,2023-01-14 08:03:32出现浙江金华威邦机电5G未来工厂项目DNN用户数较预测值突降异常预警，当前用户数1,预测用户数7。",0,三级告警,0,华为,正常,已清除,5G业务性能,cmiot5gjhwcwbgc.zj,5G业务性能,未诊断,正常,,2023/1/14 8:07,标准化成功,,2023/1/14 8:08,2023/1/14 8:03,2023/1/14 8:03,,AAA,,,地市内,0,,gz_px_Alarm_SJYWPTlarm_r2p10_2,,,,2002-007-421-20-999106
宁波市,2023/1/13 18:49,cmiot5gjddqnb.zj,"""吉德电器“5G+未来工厂” 5G专网和MES建设服务项目""业务中断超1.5小时",5G专网,集客,2002-007-421-20-999111,XXX项目业务中断超X小时,"项目名称:""吉德电器“5G+未来工厂” 5G专网和MES建设服务项目"",2023-01-13 17:19:51出现吉德电器“5G+未来工厂DNN用户数全掉线异常预警，当前用户数0。",0,四级告警,0,华为,正常,已清除,5G业务性能,cmiot5gjddqnb.zj,5G业务性能,未诊断,衍生父告警,,2023/1/27 17:20,标准化成功,2023/1/13 18:49,,2023/1/13 18:49,,,AAA,,,地市内,0,,gz_px_Alarm_SJYWPTlarm_r2p10,,,,2002-007-421-20-999111
宁波市,2023/1/13 17:19,cmiot5gjddqnb.zj,DNN用户数全掉线异常预警,5G专网,集客,11000003,,"项目名称:""吉德电器“5G+未来工厂” 5G专网和MES建设服务项目"",2023-01-13 17:19:51出现吉德电器“5G+未来工厂DNN用户数全掉线异常预警，当前用户数0。",0,三级告警,0,华为,正常,已清除,5G业务性能,cmiot5gjddqnb.zj,5G业务性能,未诊断,衍生子告警,ZQ-1-017-20230113-00853,2023/1/27 17:20,标准化成功,2023/1/13 18:49,2023/1/13 17:24,2023/1/13 17:19,2023/1/13 17:19,,AAA,,,地市内,0,,gz_px_Alarm_SJYWPTlarm_r2p10,,,,2002-007-421-20-999107
宁波市,2023/1/13 17:16,cmiot5gaymfz2nb.zj,浙江爱伊美服装有限公司5G专网服务项目业务中断超1.5小时,5G专网,集客,2002-007-421-20-999111,XXX项目业务中断超X小时,"项目名称:浙江爱伊美服装有限公司5G专网服务项目,2023-01-13 15:46:32出现浙江爱伊美服装有限公司5G专网服务项目DNN用户数较预测值突降异常预警，当前用户数3,预测用户数7。",0,四级告警,0,华为,正常,已清除,5G业务性能,cmiot5gaymfz2nb.zj,5G业务性能,未诊断,衍生父告警,,2023/1/27 15:50,标准化成功,2023/1/13 17:16,,2023/1/13 17:16,,,AAA,,,地市内,0,,gz_px_Alarm_SJYWPTlarm_r2p10_2,,,,2002-007-421-20-999111
宁波市,2023/1/13 15:46,cmiot5gaymfz2nb.zj,DNN用户数较预测值突降异常预警,5G专网,集客,11000002,,"项目名称:浙江爱伊美服装有限公司5G专网服务项目,2023-01-13 15:46:32出现浙江爱伊美服装有限公司5G专网服务项目DNN用户数较预测值突降异常预警，当前用户数3,预测用户数7。",0,三级告警,0,华为,正常,已清除,5G业务性能,cmiot5gaymfz2nb.zj,5G业务性能,未诊断,衍生子告警,ZQ-1-017-20230113-00768,2023/1/27 15:50,标准化成功,2023/1/13 17:16,2023/1/13 15:51,2023/1/13 15:46,2023/1/13 15:46,,AAA,,,地市内,0,,gz_px_Alarm_SJYWPTlarm_r2p10_2,,,,2002-007-421-20-999106
宁波市,2023/1/13 13:26,cmiot5gjddqnb.zj,"""吉德电器“5G+未来工厂” 5G专网和MES建设服务项目""业务中断超1.5小时",5G专网,集客,2002-007-421-20-999111,XXX项目业务中断超X小时,"项目名称:""吉德电器“5G+未来工厂” 5G专网和MES建设服务项目"",2023-01-13 11:55:59出现吉德电器“5G+未来工厂DNN用户数全掉线异常预警，当前用户数0。",0,四级告警,0,华为,正常,已清除,5G业务性能,cmiot5gjddqnb.zj,5G业务性能,未诊断,衍生父告警,,2023/1/13 14:20,标准化成功,2023/1/13 13:26,,2023/1/13 13:26,,,AAA,,,地市内,0,,gz_px_Alarm_SJYWPTlarm_r2p10_2,,,,2002-007-421-20-999111
宁波市,2023/1/13 11:55,cmiot5gjddqnb.zj,DNN用户数全掉线异常预警,5G专网,集客,11000003,,"项目名称:""吉德电器“5G+未来工厂” 5G专网和MES建设服务项目"",2023-01-13 11:55:59出现吉德电器“5G+未来工厂DNN用户数全掉线异常预警，当前用户数0。",0,三级告警,0,华为,正常,已清除,5G业务性能,cmiot5gjddqnb.zj,5G业务性能,未诊断,衍生子告警,ZQ-1-017-20230113-00546,2023/1/13 14:19,标准化成功,2023/1/13 13:26,2023/1/13 12:00,2023/1/13 11:56,2023/1/13 11:56,,AAA,,,地市内,0,,gz_px_Alarm_SJYWPTlarm_r2p10_2,,,,2002-007-421-20-999107
绍兴市,2023/1/13 8:16,cmiot5gsxsykj.zj,DNN用户数全掉线异常预警,5G专网,集客,11000003,,"项目名称:浙江盛洋科技股份有限公司5G数字化车间项目,2023-01-13 08:16:38出现浙江盛洋科技股份有限公司5G数字化车间项目DNN用户数全掉线异常预警，当前用户数0。",0,三级告警,0,华为,正常,已清除,5G业务性能,cmiot5gsxsykj.zj,5G业务性能,未诊断,正常,ZQ-1-017-20230113-00335,2023/1/13 9:20,标准化成功,,2023/1/13 8:21,2023/1/13 8:16,2023/1/13 8:16,,AAA,,,地市内,0,,gz_px_Alarm_SJYWPTlarm_r2p10_2,,,,2002-007-421-20-999107
绍兴市,2023/1/13 3:28,cmiot5gsxsykj.zj,DNN用户数全掉线异常预警,5G专网,集客,11000003,,"项目名称:浙江盛洋科技股份有限公司5G数字化车间项目,2023-01-13 03:28:22出现浙江盛洋科技股份有限公司5G数字化车间项目DNN用户数全掉线异常预警，当前用户数0。",0,三级告警,0,华为,正常,已清除,5G业务性能,cmiot5gsxsykj.zj,5G业务性能,未诊断,正常,ZQ-1-017-20230113-00164,2023/1/13 3:40,标准化成功,,2023/1/13 3:33,2023/1/13 3:28,2023/1/13 3:28,,AAA,,,地市内,0,,gz_px_Alarm_SJYWPTlarm_r2p10_2,,,,2002-007-421-20-999107
宁波市,2023/1/12 17:53,cmiot5gzhgknb.zj,宁波梅东集装箱码头有限公司5G+智慧港口业务中断超1.5小时,5G专网,集客,2002-007-421-20-999111,XXX项目业务中断超X小时,"项目名称:宁波梅东集装箱码头有限公司5G+智慧港口,2023-01-12 16:23:09出现宁波梅东集装箱码头有限公司5G+智慧港口（新DNN）DNN用户数较预测值突降异常预警，当前用户数37,预测用户数58。",0,四级告警,0,华为,正常,已清除,5G业务性能,cmiot5gzhgknb.zj,5G业务性能,未诊断,衍生父告警,,2023/1/13 8:19,标准化成功,2023/1/12 17:53,,2023/1/12 17:53,,,未知,,,地市内,0,,gz_px_Alarm_SJYWPTlarm_r2p10,,,,2002-007-421-20-999111
